"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"Preclinical",,,,,,"Peptide","N/A","PepVax, Inc.",,"PVX-009","Oncology","Breast Cancer","Melanoma antigen-encoding gene (MAGE)",
"Preclinical",,,,,,"Peptide","N/A","CEL-SCI Corporation","CVM","J-HER","Oncology","Breast Cancer","HER2/neu or ErbB-2,Immune System",
"Preclinical",,,,,,"Peptide","N/A","EpiVax Therapeutics",,"Ancer Epitope Platform","Oncology","Cancer","Tumor Cells",
"Preclinical",,,,,,"Peptide","N/A","Apeiron Biologics AG",,"APN431","Oncology","Cancer","CBL-B,E3 ubiquitin ligase",
"Suspended",,,,,,"Peptide","N/A","PeptiMimesis Pharma",,"Ipsen/PeptiMimesis Oncology Peptide Program","Oncology","Cancer","Unknown",
"Suspended",,,,,,"Peptide","N/A","AbbVie Inc.","ABBV","AbbVie/Pure	MHC Peptide Program","Oncology","Cancer","Unknown",
"Suspended",,,,,,"Peptide","N/A","Ipsen SA","IPSEY","IPN-01087","Oncology","Cancer - Imaging","NT1 (Neurotensin receptor type 1),Radiopharmaceutical",
"Suspended",,"01/04/2001",,"12/10/1998",,"Peptide","N/A","Sarepta Therapeutics, Inc.","SRPT","Avicine","Oncology","Colorectal Cancer (CRC)","Human chorionic gonadotropin (hCG) ,Immune System",
"Preclinical",,,,,,"Peptide","N/A","selectION, Inc.",,"si-544","Oncology","Cutaneous T-Cell Lymphoma (CTCL) - NHL","Potassium channels",
"Suspended",,,,,,"Peptide","N/A","Shionogi & Co. Ltd.",4507,"S-488410","Oncology","Esophageal Cancer","Immune System",
"Preclinical",,,,,,"Peptide","N/A","Neumedicines Inc.",,"NMHSS1-1","Oncology","Hematologic Cancer","Hematopoietic Signal peptide-containing Secreted 1 (HSS1)",
"Suspended",,,,,,"Peptide","N/A","Sumitomo Dainippon Pharma Co., Ltd.",4506,"WT2725","Oncology","Hematologic Cancer","Immune System,Wilms' Tumor Protein 1 (WT1)","07/31/2013"
"Suspended",,,,,,"Peptide","N/A","Relief Therapeutics Holding AG","RLFTF","DasKloster 0014","Oncology","Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases)",,
"I/II",,,"12/15/2020","12/15/2020",,"Peptide","N/A","IO Biotech ApS",,"IO103","Oncology","Melanoma","Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2)",
"Preclinical",,,,,,"Peptide","N/A","9 Meters Biopharma, Inc. ","NMTR","NM-102","Oncology","Melanoma","Unknown",
"Suspended",,,,,,"Peptide","N/A","Modulation Therapeutics",,"MTI-101","Oncology","Multiple Myeloma (MM)","Cluster of Differentiation 44 (CD44)",
"I",,,,,,"Peptide","N/A","RadioMedix, Inc.",,"AlphaMedix","Oncology","Neuroendocrine Tumors (NET)","Radiopharmaceutical,Somatostatin Receptors","05/31/2017"
"Suspended",,"08/03/2016",,,,"Peptide","N/A","Adlai Nortye Biopharma Co., Ltd.",,"AN-2109","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Unknown",
"Suspended",,,"02/14/2012","02/14/2012",,"Peptide","N/A","SELLAS Life Sciences Group, Inc.","SLS","GALE-301","Oncology","Ovarian Cancer","Folate Binding Protein,Immune System",
"I/II",,,"02/15/2018","02/15/2018",,"Peptide","N/A","Ipsen SA","IPSEY","IPN-01087","Oncology","Pancreatic Cancer","NT1 (Neurotensin receptor type 1),Radiopharmaceutical",
"Preclinical",,,,,,"Peptide","N/A","Kalos Therapeutics, Inc.",,"KTH 222","Oncology","Pancreatic Cancer","MAPK/ERK (mitogen-activated protein kinases/extracellular signal-regulated kinases; Ras-Raf-MEK-ERK pathway)",
"Suspended",,,,,"06/14/2011","Peptide","N/A","Otsuka Holdings Co., Ltd.",4578,"OCV-105","Oncology","Pancreatic Cancer","Immune System",
"Suspended",,,,"06/02/1999",,"Peptide","N/A","Sarepta Therapeutics, Inc.","SRPT","Avicine","Oncology","Pancreatic Cancer","Human chorionic gonadotropin (hCG) ,Immune System",
"I/II",,,,"06/22/2018","06/22/2018","Peptide","N/A","Novartis AG","NVS","177Lu-PSMA-SR6","Oncology","Prostate Cancer","Prostate-specific Membrane Antigen (PSMA),Radiopharmaceutical",
"Suspended",,,,,,"Peptide","N/A","ValiRx Plc","VAL","VAL101","Oncology","Prostate Cancer","B-cell lymphoma 2 (Bcl-2)/Bcl-2 Family,Histone Deacetylase (HDAC)",
"I",,,,,,"Peptide","N/A","Sumitomo Dainippon Pharma Co., Ltd.",4506,"WT2725","Oncology","Solid Tumors","Immune System,Wilms' Tumor Protein 1 (WT1)","06/06/2012"
"I/II",,,"03/27/2018","03/27/2018",,"Peptide","N/A","Bicycle Therapeutics, plc","BCYC","BT1718","Oncology","Solid Tumors","Antibody-drug Conjugate (ADC),Microtubules (Tubulin),MMP (metalloproteinase)",
"I/II",,,,"09/10/2020","09/10/2020","Peptide","N/A","Bicycle Therapeutics, plc","BCYC","BT8009","Oncology","Solid Tumors","Antibody-drug Conjugate (ADC),Nectin-4",
"Preclinical",,,,,,"Peptide","N/A","Neumedicines Inc.",,"NMHSS1-1","Oncology","Solid Tumors","Hematopoietic Signal peptide-containing Secreted 1 (HSS1)",
"Preclinical",,,,,,"Peptide","N/A","Alkermes plc","ALKS","IL-10-Fc program (Alkermes)","Oncology","Solid Tumors","IL-10 (Interleukin-10) and IL-10 Receptor (IL-10R)",
"Preclinical",,,,,,"Peptide","N/A","Scancell","SCLP","AMPLIVANT:Modi-1 Conjugate Therapy","Oncology","Solid Tumors","Dendritic cells,Immune System,T lymphocytes,Toll-Like Receptor (TLR) Family,Toll-Like Receptor 1 (TLR1),Toll-Like Receptor 2 (TLR2),Vimentin",
"Preclinical",,,,,,"Peptide","N/A","Scancell","SCLP","Modi-1","Oncology","Solid Tumors","Immune System,Vimentin",
"Suspended",,,,,,"Peptide","N/A","Pierre Fabre",,"AUNP-12","Oncology","Solid Tumors","Immune System,Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2)",
"Suspended",,,,,,"Peptide","N/A","Biscayne Pharmaceuticals, Inc.",,"BIS-1602","Oncology","Solid Tumors","Growth Hormone Releasing Hormone (GHRH) Receptor",
"Suspended",,,,,,"Peptide","N/A","CytImmune Sciences Inc.",,"CYT-61000","Oncology","Solid Tumors","Interferon-alpha (IFNa),Protein synthesis,RNA synthesis",
"Suspended",,,,,,"Peptide","N/A","Aeterna Zentaris Inc.","AEZS","AEZS-138","Oncology","Solid Tumors","Gonadotropin-Releasing Hormone (GnRH)",
"Suspended",,,,,,"Peptide","N/A","Aileron Therapeutics, Inc","ALRN","ATSP-7041","Oncology","Solid Tumors","Mdm2,Mdmx/Mdm4",
"Suspended",,,,,"03/14/2012","Peptide","N/A","Seagen Inc. ","SGEN","ONT-10","Oncology","Solid Tumors","Immune System,Mucin 1 (MUC-1),Toll-like receptor 4 (TLR4)","03/14/2012"
"Suspended",,,,,,"Peptide","N/A","Targovax ASA","TRVX","TG03","Oncology","Solid Tumors","Immune System",
"Suspended",,,"02/14/2012","09/26/2011",,"Peptide","N/A","SELLAS Life Sciences Group, Inc.","SLS","GALE-301","Oncology","Uterine (Endometrial) Cancer","Folate Binding Protein,Immune System",
"Preclinical",,,,,,"Peptide","N/A","Biogen, Inc.","BIIB","CB 2782","Ophthalmology","Dry Age-Related Macular Degeneration (Dry AMD)/Geographic Atrophy (Ophthalmology)","Complement Pathway",
"Preclinical",,,,,,"Peptide","N/A","OKYO Pharma Limited","OKYO","OKYO-0201","Ophthalmology","Ocular Pain and/or Inflammation (Ophthalmology)","MAS-Related G Protein-Coupled Receptors (MRGPR) ",
"Suspended",,,,,,"Peptide","N/A","Palatin Technologies, Inc.","PTN","PL-8331","Ophthalmology","Ocular Pain and/or Inflammation (Ophthalmology)","Melanocortin (MC) receptors",
"Suspended",,,,,,"Peptide","N/A","BioLineRx Ltd.","BLRX","BL-8010","Ophthalmology","Other Retinopathy (Ophthalmology)","Angiopoietin Receptors (TIE-1 and TIE-2)",
"Preclinical",,,,,,"Peptide","N/A","Protagenic Therapeutics, Inc.","OTCQB:PTIX","PT00114","Psychiatry","Generalized Anxiety Disorder (GAD)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Preclinical",,,,,,"Peptide","N/A","Protagenic Therapeutics, Inc.","OTCQB:PTIX","PT00114","Psychiatry","Major Depressive Disorder (MDD)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Preclinical",,,,,,"Peptide","N/A","Protagenic Therapeutics, Inc.","OTCQB:PTIX","PT00114","Psychiatry","Post-Traumatic Stress Disorder (PTSD)","Corticotropin Releasing Factor (CRF) / Corticotropin Releasing Hormone (CRH)",
"Preclinical",,,,,,"Peptide","N/A","OrthoTrophix, Inc.",,"TPX-200","Renal","Renal Disease / Renal Failure","Phosphate",
"Suspended",,,"07/03/2013","07/03/2013",,"Peptide","N/A","Thrasos Theraputics, Inc.",,"THR-184","Renal","Renal Disease / Renal Failure","Apoptosis (Cell Death),Bone morphogenetic protein (BMP),Smad","10/25/2012"
"Suspended",,,,,,"Peptide","N/A","Synairgen plc","SNG","Synairgen IL4/IL13 Peptide","Respiratory","Asthma","IL-13 (Interleukin-13),IL-4 (Interleukin-4)",
"Suspended",,,,,,"Peptide","N/A","Serpin Pharma LLC",,"SP9","Respiratory","Cystic Fibrosis (CF)",,
"Suspended",,,,,,"Peptide","N/A","PhaseBio Pharmaceuticals, Inc.","PHAS","PB1120","Respiratory","Cystic Fibrosis (CF)","Vasoactive Intestinal Peptide (VIP) Receptor",
"Preclinical",,,,,,"Peptide","N/A","AstraZeneca PLC","AZN","AstraZeneca Bicycle Program","Respiratory","Respiratory Disease","Unknown",
"Suspended",,,,,,"Peptide","N/A","Palatin Technologies, Inc.","PTN","PL-8905","Urology","Erectile Dysfunction (ED)","Melanocortin (MC) receptors",
"Development Outside U.S.",,,,,,"Peptide","N/A","Vaxeal Holding SA",,"CBX-1","Oncology","Cancer","Cyclin B1,Immune System",
"Development Outside U.S.",,,,,,"Peptide","N/A","Edinburgh Molecular Imaging, Ltd.",,"EMT-100","Oncology","Cancer","Hepatocyte growth factor receptor (c-Met, HGFR)",
"Development Outside U.S.",,,,,,"Peptide","N/A","Edinburgh Molecular Imaging, Ltd.",,"EMT‑101","Oncology","Cancer","Hepatocyte growth factor receptor (c-Met, HGFR)",
"Development Outside U.S.",,,,,,"Peptide","N/A","Vaxeal Holding SA",,"SVX-1","Oncology","Cancer","Immune System,Survivin",
"Development Outside U.S.",,,,,,"Peptide","N/A","ImmuPharma PLC","IMM","IPP-204106","Oncology","Cancer","Nucleolin",
"Development Outside U.S.",,,,,,"Peptide","N/A","Cellivery Therapeutics Inc",,"CV-15","Infectious Disease","COVID-19 Treatment","Immune System,SARS-CoV-2",
"Development Outside U.S.",,,,,,"Peptide","N/A","ImCyse S.A.",,"IMCY-0098","Endocrine","Diabetes Mellitus, Type I","Immune System",
"Development Outside U.S.",,,,,,"Peptide","N/A","Sihuan Pharmaceutical Holdings Group Ltd",460,"Insulin Degludec (Sihuan)","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Development Outside U.S.",,,,,,"Peptide","N/A","Zion Medical",,"Gammora","Infectious Disease","HIV / AIDS","Human Immunodeficiency Virus (HIV) ",
"Development Outside U.S.",,,,,,"Peptide","N/A","Vac-4-All",,"Malaria Vaccine (PfPEBS)","Infectious Disease","Malaria","Immune System,Plasmodium",
"Development Outside U.S.",,,,,,"Peptide","N/A","Hanmi Pharmaceutical Co., Ltd.",128940,"HM15912","Gastroenterology (Non Inflammatory Bowel Disease)","Short Bowel Syndrome (SBS)","GLP-2 Receptor",
"Approved in Europe",,,,,,"Peptide","N/A","Sanofi","SNY","Modustatine","Hematology","Acute Hemorrhage","Somatostatin Receptors",
"III","06/10/2019","06/10/2019","09/21/2006","09/21/2006",,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Autoimmune/immunology","Celiac Disease","Zonulin and zonulin receptor","09/27/2005"
"I",,,,,"12/09/2020","Peptide","Oral (PO)","Johnson & Johnson","JNJ","PN-235","Autoimmune/immunology","Crohn's Disease","IL-23 (Interleukin-23)  ","12/09/2020"
"II",,,"11/06/2019","11/06/2019","11/09/2017","Peptide","Oral (PO)","Johnson & Johnson","JNJ","PTG-200","Autoimmune/immunology","Crohn's Disease","IL-23 (Interleukin-23)  ","11/09/2017"
"Preclinical",,,,,,"Peptide","Oral (PO)","Johnson & Johnson","JNJ","PN-232","Autoimmune/immunology","Crohn's Disease","IL-23 (Interleukin-23)  ",
"Suspended",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-289","Autoimmune/immunology","Crohn's Disease","Zonulin and zonulin receptor",
"I",,,,,"08/21/2019","Peptide","Oral (PO)","Ra Pharmaceuticals, Inc.","RARX","Cyclomimetic Program","Autoimmune/immunology","Hereditary Angioedema (HAE)","Kinin-Kallikrein System ","08/21/2019"
"Preclinical",,,,,,"Peptide","Oral (PO)","Zealand Pharma A/S","ZEAL","ZP10000","Autoimmune/immunology","Inflammatory Bowel Disease (IBD)","Integrin Alpha-4 beta-7/LPAM",
"Suspended",,,,,,"Peptide","Oral (PO)","Amgen, Inc.","AMGN","Large Molecule Program (Entera/Amgen)","Autoimmune/immunology","Inflammatory Disorders",,
"Suspended",,,,,,"Peptide","Oral (PO)","Allostera Pharma, Inc.",,"APG2305","Autoimmune/immunology","Psoriatic Arthritis (PA)","IL-23 (Interleukin-23)  ",
"Program Hold",,,,"08/19/2008",,"Peptide","Oral (PO)","Synthetic Biologics, Inc.","SYN","Oral dnaJP1","Autoimmune/immunology","Rheumatoid Arthritis (RA)","Immune System",
"Suspended",,,,,"11/12/2009","Peptide","Oral (PO)","arGentis Pharmaceuticals, LLC ",,"ARG301","Autoimmune/immunology","Rheumatoid Arthritis (RA)","T-Cell Receptor (TCR)","11/12/2009"
"I",,,,,"10/11/2012","Peptide","Oral (PO)","Bausch Health Companies Inc.","BHC","Dolcanatide","Autoimmune/immunology","Ulcerative Colitis (UC)","Guanylyl cyclase c Receptor","10/11/2012"
"II",,,"11/04/2020","11/04/2020","12/13/2018","Peptide","Oral (PO)","Protagonist Therapeutics, Inc.","PTGX","PN-943","Autoimmune/immunology","Ulcerative Colitis (UC)","Integrin Alpha-4 beta-7/LPAM","12/13/2018"
"Suspended",,,,,,"Peptide","Oral (PO)","Dr Kurt Wolff GmbH & Co KG",,"KdPT","Autoimmune/immunology","Ulcerative Colitis (UC)","Melanocortin (MC) receptors",
"Suspended",,,"01/17/2017","01/17/2017","01/08/2016","Peptide","Oral (PO)","Protagonist Therapeutics, Inc.","PTGX","PTG-100","Autoimmune/immunology","Ulcerative Colitis (UC)","Integrin Alpha-4 beta-7/LPAM","01/08/2016"
"Suspended",,,,,,"Peptide","Oral (PO)","Bruin Pharmaceuticals",,"6F","Cardiovascular","Atherosclerosis","Reverse Cholesterol Transport (RCT)",
"Suspended",,,,,,"Peptide","Oral (PO)","Novartis AG","NVS","APP018","Cardiovascular","Atherosclerosis","Reverse Cholesterol Transport (RCT)","04/21/2005"
"III","02/23/2016","02/23/2016",,,,"Peptide","Oral (PO)","Novo Nordisk A/S","NVO","Rybelsus","Cardiovascular","Cardiovascular Disease","GLP-1 Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Dr Kurt Wolff GmbH & Co KG",,"KdPT","Dermatology","Dermatology","Melanocortin (MC) receptors",
"II",,,,"01/16/2014",,"Peptide","Oral (PO)","Biocon, Ltd.",,"IN-105","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","08/19/2010"
"II",,,,"09/24/2008",,"Peptide","Oral (PO)","Oramed Pharmaceuticals Inc.","ORMP","ORMD-0801","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","09/09/2008"
"Suspended",,,,"06/15/2005",,"Peptide","Oral (PO)","Diabetology Ltd.",,"Capsulin IR","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","DiaMedica Therapeutics Inc.","DMAC","DM99","Endocrine","Diabetes Mellitus, Type I",,
"Suspended",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Endocrine","Diabetes Mellitus, Type I","Zonulin and zonulin receptor",
"Suspended",,,,,"12/07/2009","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1952","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","12/07/2009"
"Suspended",,,,,"04/28/2011","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1953","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","04/28/2011"
"Suspended",,,,,"11/20/2012","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1956","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","03/11/2013"
"I",,,,,,"Peptide","Oral (PO)","Oramed Pharmaceuticals Inc.","ORMP","ORMD-0901","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","09/09/2009"
"II",,,"12/26/2017","01/16/2014",,"Peptide","Oral (PO)","Biocon, Ltd.",,"IN-105","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"II/III","12/23/2008","12/23/2008",,"08/23/2007",,"Peptide","Oral (PO)","Diasome Pharmaceuticals",,"Oral HDV-I","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"III",,"11/24/2020","07/08/2013","04/14/2008",,"Peptide","Oral (PO)","Oramed Pharmaceuticals Inc.","ORMP","ORMD-0801","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","07/11/2006"
"Preclinical",,,,,,"Peptide","Oral (PO)","Longevity Biotech, Inc.",,"LBT-6030","Endocrine","Diabetes Mellitus, Type II","GIP Receptor (GIPR)/Glucose-Dependent Insulinotropic Polypeptide Receptor,GLP-1 Receptor",
"Suspended",,,,"06/25/2007",,"Peptide","Oral (PO)","Diabetology Ltd.",,"Capsulin OAD","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Zydus Cadila","CDH","ZYOG1","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","DiaMedica Therapeutics Inc.","DMAC","DM99","Endocrine","Diabetes Mellitus, Type II",,
"Suspended",,,,,,"Peptide","Oral (PO)","Emisphere Technologies, Inc.","EMIS","Oral GLP-1","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","03/29/2007"
"Suspended",,,,,"12/07/2009","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1952","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","12/07/2009"
"Suspended",,,"06/11/2015","06/11/2015","04/28/2011","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1953","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","11/24/2008"
"Suspended",,,,,"03/11/2013","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1956","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","03/11/2013"
"Suspended",,,,,"06/25/2015","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN1957","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","06/25/2015"
"Suspended",,,,,,"Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN9926","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","08/09/2011"
"Suspended",,,,,,"Peptide","Oral (PO)","Novo Nordisk A/S","NVO","NN9928","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","05/30/2013"
"Suspended",,,,,"08/31/2018","Peptide","Oral (PO)","Novo Nordisk A/S","NVO","OG2023SC","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","08/31/2018"
"Suspended",,,,,,"Peptide","Oral (PO)","Oramed Pharmaceuticals Inc.","ORMP","Insulin + GLP-1 Analog Combination (Oramed)","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor,Insulin Receptor",
"II",,,"08/20/2014","08/20/2014",,"Peptide","Oral (PO)","Entera Bio Ltd.","ENTX","Oral PTH (1-34)","Endocrine","Hypoparathyroidism","Parathyroid Hormone Receptor (PTHR)",
"II",,,"12/02/2020","12/02/2020",,"Peptide","Oral (PO)","Oramed Pharmaceuticals Inc.","ORMP","ORMD-0801","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","Insulin Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","Zonulin and zonulin receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-217","Endocrine","Non-Alcoholic Steatohepatitis (NASH)","Zonulin and zonulin receptor",
"IND",,,,,,"Peptide","Oral (PO)","Entera Bio Ltd.","ENTX","EB613","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)",
"Suspended",,,"03/15/2011","03/15/2011","10/06/2008","Peptide","Oral (PO)","Unigene Laboratories, Inc.",,"Oral PTH","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","10/06/2008"
"Suspended",,,,,,"Peptide","Oral (PO)","Nordic Bioscience A/S",,"SAN 267","Endocrine","Osteoporosis / Osteopenia","GLP-2 Receptor",
"Suspended","08/14/2009","10/20/2009",,,,"Peptide","Oral (PO)","R-Pharm JSC",,"Tbria","Endocrine","Osteoporosis / Osteopenia","Calcitonin Receptor",
"Suspended",,,,"09/29/2009",,"Peptide","Oral (PO)","Botanix Pharmaceuticals Limited","BOT:AU","Capsitonin","Endocrine","Osteoporosis / Osteopenia","Calcitonin Receptor",
"Suspended",,,,"02/01/2008",,"Peptide","Oral (PO)","Botanix Pharmaceuticals Limited","BOT:AU","CaPTHymone","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)",
"Suspended",,,,,,"Peptide","Oral (PO)","Zydus Cadila","CDH","ZYPH0907","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone (PTH)",
"Suspended","02/27/2007","02/27/2007",,"02/26/2003",,"Peptide","Oral (PO)","Emisphere Technologies, Inc.","EMIS","Oral Salmon Calcitonin","Endocrine","Osteoporosis / Osteopenia","Calcitonin Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Novartis AG","NVS","Oral PTH 1-34","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","05/04/2007"
"Preclinical",,,,,,"Peptide","Oral (PO)","Debiopharm S.A.",,"Debio 025","Gastroenterology (Non Inflammatory Bowel Disease)","Gastroenterologic Disorders","Cyclophilin",
"Suspended",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Gastroenterology (Non Inflammatory Bowel Disease)","Liver Failure / Cirrhosis","Zonulin and zonulin receptor",
"II",,,,"10/31/2013",,"Peptide","Oral (PO)","Bausch Health Companies Inc.","BHC","Dolcanatide","Gastroenterology (Non Inflammatory Bowel Disease)","Opioid Induced Constipation (OIC)","Guanylyl cyclase c Receptor","10/02/2013"
"Suspended",,,"10/16/2014","06/11/2013",,"Peptide","Oral (PO)","Ironwood Pharmaceuticals, Inc.","IRWD","Linzess","Gastroenterology (Non Inflammatory Bowel Disease)","Opioid Induced Constipation (OIC)","Guanylyl cyclase c Receptor",
"Suspended",,"04/06/2015",,,,"Peptide","Oral (PO)","Nutrinia Ltd.",,"NTRA-9620","Gastroenterology (Non Inflammatory Bowel Disease)","Short Bowel Syndrome (SBS)","Insulin Receptor",
"Preclinical",,,,,,"Peptide","Oral (PO)","Oragenics, Inc.","OGEN","OG716","Infectious Disease","Clostridium difficile-Associated Diarrhea/Infection (CDAD/CDI)","Cell Membrane",
"Suspended",,"09/29/2011","04/08/2010","04/08/2010","02/13/2009","Peptide","Oral (PO)","Merck & Co., Inc.","MRK","Surotomycin","Infectious Disease","Clostridium difficile-Associated Diarrhea/Infection (CDAD/CDI)","Cell Membrane","12/23/2008"
"Suspended",,,,"01/25/2012",,"Peptide","Oral (PO)","Novartis AG","NVS","LFF571","Infectious Disease","Clostridium difficile-Associated Diarrhea/Infection (CDAD/CDI)","Protein synthesis",
"Suspended",,,,,,"Peptide","Oral (PO)","Oragenics, Inc.","OGEN","OG253","Infectious Disease","Clostridium difficile-Associated Diarrhea/Infection (CDAD/CDI)","Cell Membrane",
"Preclinical",,,,,,"Peptide","Oral (PO)","9 Meters Biopharma, Inc. ","NMTR","INN-202","Infectious Disease","COVID-19 Treatment","Zonulin and zonulin receptor",
"Suspended",,"01/27/2011",,"04/18/2007",,"Peptide","Oral (PO)","Debiopharm S.A.",,"Debio 025","Infectious Disease","Hepatitis C (HCV) (Antiviral)","Cyclophilin","10/31/2006"
"Program Hold",,,,,"11/09/2009","Peptide","Oral (PO)","Concert Pharmaceuticals, Inc.","CNCE","CTP-518","Infectious Disease","HIV / AIDS","HIV-1 protease (HIV PR)","11/09/2009"
"Suspended",,,,,,"Peptide","Oral (PO)","Debiopharm S.A.",,"Debio 025","Infectious Disease","HIV / AIDS","Cyclophilin","02/09/2006"
"Suspended",,,,,,"Peptide","Oral (PO)","Concert Pharmaceuticals, Inc.","CNCE","CTP-298","Infectious Disease","HIV / AIDS","HIV-1 protease (HIV PR)","06/20/2011"
"Preclinical",,,,,,"Peptide","Oral (PO)","Ra Pharmaceuticals, Inc.","RARX","RA101295","Infectious Disease","Sepsis and Septic Shock","Complement Pathway",
"Suspended",,,,,,"Peptide","Oral (PO)","Debiopharm S.A.",,"Debio 025","Metabolic","Duchenne Muscular Dystrophy (DMD)","Cyclophilin",
"Preclinical",,,,,,"Peptide","Oral (PO)","Palatin Technologies, Inc.","PTN","PL-9610","Metabolic","Metabolic - General","Melanocortin (MC) receptors",
"Suspended",,,,,,"Peptide","Oral (PO)","Unigene Laboratories, Inc.",,"UGP281","Metabolic","Obesity","Amylin Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Zydus Cadila","CDH","ZYOG1","Metabolic","Obesity","GLP-1 Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Emisphere Technologies, Inc.","EMIS","Oral PYY3-36","Metabolic","Obesity","Neuropeptide Y (NPY)/Peptide YY (PYY) Receptors","03/29/2007"
"Suspended",,,,,,"Peptide","Oral (PO)","PolyNovo Limited","PNV:AU","AOD9604","Metabolic","Obesity","Growth hormone receptor (GHR)",
"Preclinical",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Metabolic","Phelan-McDermid Syndrome (PMS)","Unknown",
"III","12/16/2020","12/16/2020",,,,"Peptide","Oral (PO)","Novo Nordisk A/S","NVO","Rybelsus","Neurology","Alzheimer's Disease (AD)","GLP-1 Receptor",
"Preclinical",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Neurology","Angelman Syndrome","Unknown",
"Suspended",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Neurology","Fragile X Syndrome","Unknown",
"Preclinical",,,,,,"Peptide","Oral (PO)","Longevity Biotech, Inc.",,"LBT-3627","Neurology","Multiple Sclerosis (MS)","Vasoactive Intestinal Peptide (VIP) Receptor",
"Suspended",,,,,,"Peptide","Oral (PO)","Neuren Pharmaceuticals Limited","NEU","NNZ-2591","Neurology","Multiple Sclerosis (MS)","Unknown",
